القسم,نسبة موافق,نسبة غير موافق,عدد الناخبين,الأصوات الصحيحة,الأصوات الباطلة,نسبة المشاركة,موافق,غير موافق
مركز أرمنت,79.1,20.9,94192,24505,631,26.7,19395,5110
مركز إسنا,83.0,17.0,229946,56388,1025,25.0,46827,9561
الأقصر,58.1,41.9,141176,42098,814,30.4,24462,17636
مركز الأقصر,85.0,15.0,86748,20932,394,24.6,17787,3145
طيبة,92.9,7.1,39711,10711,228,27.5,9947,764
مركز القرنة,76.9,23.1,93236,19986,420,21.9,15361,4625
الإجمالي,76.6,23.4,685009,174620,3512,26.0,133779,40841
